uid,county,address,value,minimum_bid,status,sale_type,sale_notes,account_nbr,cause_nbr,coordinates
1009345415,GALVESTON COUNTY,VACANT LOTS - ALSTON ST AT FAIRWOOD RD HITCHCOCK TX 77563,1720,,Available for Future Sale,FUTURE SALE,,3.41E+14,23-TX-0205,"-94.995567, 29.343515"
1008634834,GALVESTON COUNTY,VACANT LOTS ON STEWART ST LA MARQUE TX 77568,32260,12927.04,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.15E+14,23-TX-0306,"-94.974528, 29.377448"
1010033650,GALVESTON COUNTY,6021 SAPPHIRE CT TEXAS CITY TX 77591-4033,95840,14731.66,Available for Future Sale,FUTURE SALE,Taxes for tax year 2019 are not included in this sale and must be paid by bidder in addition to bid amount.,3.205E+14,18-TX-0156,"-94.979675, 29.388392"
1010210224,GALVESTON COUNTY,VACANT LOTS ON BURNS STREET HITCHCOCK TX 77563,39680,25318.66,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,3.37E+14,17-TX-0027,"-95.008633, 29.337507"
1010199405,GALVESTON COUNTY,1201 DIAMOND RD CRYSTAL BEACH TX 77650-2843,196050,14104.87,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,3E+14,18-TX-0640,"-94.642959, 29.462451"
1015937518,GALVESTON COUNTY,821 LAUREL ST LA MARQUE TX 77568-5409,2285790,23677.2,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.095E+14,23-TX-0726,"-94.965002, 29.369987"
1008634818,GALVESTON COUNTY,VACANT LOT IN 200 BLK OF ALBERT ST LA MARQUE TX 77568,10810,,Available for Future Sale,FUTURE SALE,,3.15E+14,23-TX-0340,"-94.975649, 29.377201"
1008764814,GALVESTON COUNTY,1725 55TH ST GALVESTON TX 77551,176780,8266.47,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,2.96501E+14,22-TX-0276,"-94.826527, 29.283513"
1008766789,GALVESTON COUNTY,2405 49TH ST GALVESTON TX 77551-5604,290480,21928.4,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,2.96502E+14,22-TX-0605,"-94.817741, 29.279799"
1010199710,GALVESTON COUNTY,2509 52ND ST GALVESTON TX 77551,48560,1014.19,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes tax year 2024 and future years must be paid by bidder.,2.96502E+14,22-TX-0612,"-94.820798, 29.277833"
1009264551,GALVESTON COUNTY,LANDLOCKED LOT: 8600 BLK OF DELASANDRI HITCHCOCK TX 77563,26030,7593.85,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.926E+14,21-TX-0184,"-95.031439, 29.3394"
1010196787,GALVESTON COUNTY,5213 AVENUE K GALVESTON TX 77551-4540,270060,13330.07,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for year 2022 and future years must be paid by bidder.,2.965E+14,18-TX-0729,"-94.825434, 29.289966"
1009752406,GALVESTON COUNTY,1509 MAIN ST LA MARQUE TX 77568-5636,261250,8006.2,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.775E+14,19-TX-0184,"-94.966435, 29.357771"
1013182961,GALVESTON COUNTY,2426 FLORENCE ST LA MARQUE TX 77568-6506,175460,7534.28,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.787E+14,20-TX-0475,"-94.978745, 29.35588"
1009206297,GALVESTON COUNTY,1302 WESTERLAGE ST LA MARQUE TX 77568-6144,117510,8044.16,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.87E+14,23-TX-0017,"-94.954753, 29.371204"
1009751696,GALVESTON COUNTY,VACANT LOT AT 1800 MAIN ST LA MARQUE TX 77568-5602,12360,4036.88,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,2.775E+14,23-TX-0286,"-94.969958, 29.358535"
1009608210,GALVESTON COUNTY,1024 ORANGE ST LA MARQUE TX 77568-5724,125380,,Available for Future Sale,FUTURE SALE,,2.775E+14,22-TX-0648,"-94.960679, 29.359402"
1009285751,GALVESTON COUNTY,LANDLOCKED PARCEL SOUTH OF FM 519 LA MARQUE TX 77568,50010,14875.5,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.775E+14,24-TX-0339,"-94.96396, 29.35643"
1009748586,GALVESTON COUNTY,4726 15TH ST BACLIFF TX 77518-2615,273430,7138.77,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,2.65501E+14,21-TX-0049,"-94.989364, 29.500136"
1009292889,GALVESTON COUNTY,VACANT LOT AT 5326 EVELYN ST TEXAS CITY TX 77591-4522,26250,8227.93,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,2.735E+14,19-TX-0318,"-94.972405, 29.387533"
1009859067,GALVESTON COUNTY,VACANT LOT NEAR I-45 GULF FREEWAY LA MARQUE TX 77568,260,,Available for Future Sale,FUTURE SALE,,2.34501E+14,21-TX-0329,"-94.941883, 29.339365"
1009859078,GALVESTON COUNTY,VACANT LOT NEAR I-45 GULF FREEWAY LA MARQUE TX 77568,260,,Available for Future Sale,FUTURE SALE,,2.34501E+14,21-TX-0329,"-94.941783, 29.33926"
1009859085,GALVESTON COUNTY,VACANT LOT NEAR I-45 GULF FREEWAY LA MARQUE TX 77568,260,,Available for Future Sale,FUTURE SALE,,2.34501E+14,21-TX-0329,"-94.941682, 29.339155"
1008807584,GALVESTON COUNTY,1132 6TH AVE N TEXAS CITY TX 77590-7423,150570,22051.1,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.435E+14,22-TX-0074,"-94.911221, 29.390364"
1010129742,GALVESTON COUNTY,VACANT LOTS AT 1047 VAN SANT ST GILCHRIST TX 77617,34320,4414.32,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,2.205E+14,19-TX-0245,"-94.469381, 29.52154"
1009450839,GALVESTON COUNTY,908 KNIGHTS CT FRIENDSWOOD TX 77546-4713,308310,,Available for Future Sale,FUTURE SALE,Taxes for tax year 2017 not included in this sale and must be paid in addition to bid amount.,2.33E+14,16-TX-0361,"-95.203973, 29.512534"
1008952081,GALVESTON COUNTY,HALF A BLOCK NEAR I-45 GULF FWY LA MARQUE TX 77568,260,,Available for Future Sale,FUTURE SALE,,2.345E+14,21-TX-0319,"-94.941219, 29.340105"
1009860659,GALVESTON COUNTY,118 BROWN ST LA MARQUE TX 77568-3715,225580,22974.75,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.05E+14,24-TX-0337,"-94.985608, 29.377206"
1010193540,GALVESTON COUNTY,7310 SEAWALL BLVD GALVESTON TX 77551-7903,374580,17941.92,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.114E+14,23-TX-0434,"-94.838234, 29.260869"
1010193913,GALVESTON COUNTY,1207 PIRTLE ST LA MARQUE TX 77568,6370,4336.83,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder,2.13E+14,23-TX-0276,"-94.976876, 29.36776"
1009289157,GALVESTON COUNTY,VACANT LOTS - 6500 BLK OF HIGHWAY 6 HITCHCOCK TX 77563,105720,9042.54,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.005E+14,23-TX-0701,"-94.998336, 29.343602"
1009289438,GALVESTON COUNTY,VACANT LOTS ON CONCORD DRIVE HITCHCOCK TX 77563,26100,3752.68,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.005E+14,23-TX-0701,"-94.998065, 29.344403"
1009854916,GALVESTON COUNTY,VACANT LOT IN 700 BLK OF AVENUE A LA MARQUE TX 77568,4080,,Available for Future Sale,FUTURE SALE,,1.9E+14,23-TX-0342,"-94.962454, 29.374636"
1009289076,GALVESTON COUNTY,6709-6711 CONCORD DR HITCHCOCK TX 77563,280870,19439.23,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,2.005E+14,23-TX-0701,"-94.997636, 29.34402"
1009605863,GALVESTON COUNTY,VACANT LOT IN 1100 BLOCK OF NELSON LN CRYSTAL BEACH TX 77650,47700,7272.95,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder as they are assessed.,1.875E+14,22-TX-0262,"-94.667284, 29.448441"
1009222339,GALVESTON COUNTY,305 ROBBIE ST LA MARQUE TX 77568-4451,124330,2012.54,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,1.63E+14,23-TX-0277,"-94.954835, 29.372423"
1010132010,GALVESTON COUNTY,118 N TEXAS ST TEXAS CITY TX 77591-3770,187140,7541.48,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,1.735E+14,23-TX-0547,"-94.988572, 29.384514"
1009787950,GALVESTON COUNTY,518 GRAFTON ST LA MARQUE TX 77568-4430,104530,8491.38,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,1.245E+14,21-TX-0351,"-94.958, 29.374206"
1015011494,GALVESTON COUNTY,520 GRAFTON ST LA MARQUE TX 77568-4430,59660,5699.95,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for year 2022 and future years must be paid by bidder.,1.245E+14,21-TX-0687,"-94.958203, 29.374198"
1009011652,GALVESTON COUNTY,4130 WARREN ST BACLIFF TX 77518-1303,170570,12844.12,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,1.295E+14,23-TX-0644,"-94.984623, 29.512416"
1008674753,GALVESTON COUNTY,1702 BAYOU HOMES DR GALVESTON TX 77551-1335,65281,16929.29,Available for Future Sale,FUTURE SALE,Taxes for tax year 2020 and all prior years are included in this sale.  Taxes for tax year 2021 are not included in this sale and must be paid by bidder in addition to the bid amount.,1.505E+14,18-TX-0642,"-94.838221, 29.279277"
1009294739,GALVESTON COUNTY,VACANT LOTS - WEST END OF PINECREST DR HITCHCOCK TX 77563,860,860,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,1.215E+14,20-TX-0514,"-94.998172, 29.348163"
1009148087,GALVESTON COUNTY,2906 AVE N 1/2 GALVESTON TX 77550,407470,26020.54,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,1.244E+14,24-TX-0093,"-94.797521, 29.293116"
1010176054,GALVESTON COUNTY,404 ELAINE ST LA MARQUE TX 77568-4474,125450,11171.95,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,1.245E+14,21-TX-0719,"-94.956336, 29.372096"
1009544088,GALVESTON COUNTY,7914 BIG OAK DR TEXAS CITY TX 77591-2569,184300,22025.61,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,1.113E+14,22-TX-0737,"-94.99901, 29.385074"
1008793880,GALVESTON COUNTY,14503 OLEO ST SANTA FE TX 77517-3613,18550,,Available for Future Sale,FUTURE SALE,,1.16001E+14,14TX0175,"-95.118717, 29.398901"
1009209146,GALVESTON COUNTY,710 CR 154 ALGOA  77511,322700,,Available for Future Sale,FUTURE SALE,Taxes for years 2018 - 2020 are not included in this sale and must be paid by bidder in addition to bid amount.,1.08E+14,17-TX-0248,"-95.181753, 29.394153"
1009312247,GALVESTON COUNTY,3420 AVENUE D SANTA FE TX 77510-8046,230400,,Available for Future Sale,FUTURE SALE,,1.095E+14,16-TX-0478,"-95.062617, 29.392897"
1009683003,GALVESTON COUNTY,6714 AVENUE O SANTA FE TX 77510-9399,108850,6720.15,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,1.095E+14,23-TX-0808,"-95.094325, 29.348476"
1009288086,GALVESTON COUNTY,VACANT PARCEL OFF SOUTH ROAD PORT BOLIVAR TX 77650,202640,14270.42,Available for Future Sale,FUTURE SALE,All taxes included in this sale.  Please review GCAD maps for a visual depiction of the location of this property.,020300290000002,18-TX-0548,"-94.710763, 29.430662"
1015013382,GALVESTON COUNTY,210 BLUE POINT RD KEMAH TX 77565-2368,120375,,Available for Future Sale,FUTURE SALE,,001800770000001,20-TX-0535,"-95.030081, 29.548993"
1008784443,GALVESTON COUNTY,VACANT LOT AT 4026 HIGHWAY 6 HITCHCOCK TX 77563,124430,21104.63,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,017500170001000,18-TX-0189,"-94.95626, 29.333341"
1008875922,GALVESTON COUNTY,6021 HERBERT LN TEXAS CITY TX 77591-4222,133580,5215.99,Available for Future Sale,FUTURE SALE,"Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022, 2023 and future years must be paid by bidder in addition to bid amount.",019700080000000,18-TX-0926,"-94.97907, 29.38048"
1016320598,KERR COUNTY,432 HUGO ST KERRVILLE TX 78028-5112,87736,32799.46,Available for Future Sale,FUTURE SALE,,0375-0118-014010,24524B,"-99.152999, 30.051439"
1016320867,KERR COUNTY,123 CEDAR DR INGRAM TX 78025,120578,1649.55,Available for Future Sale,FUTURE SALE,,3677-0010-012000,24625A,"-99.22625, 30.07217"
1016320871,KERR COUNTY,142 CYPRESS FALLS INGRAM TX 78025,133749,7840.3,Available for Future Sale,FUTURE SALE,,3677-0030-021000,24653B,"-99.22976, 30.07195"
1016321622,KERR COUNTY,139 S SILVER CREEK RUN KERRVILLE TX 78028,95654,14724.8,Available for Future Sale,FUTURE SALE,,6210-0000-020000,22530B,"-99.15496, 29.98668"
1016322024,KERR COUNTY,413 N GLOUCESTER COURT KERRVILLE TX 78028,3696,3696,Available for Future Sale,FUTURE SALE,,6970-0020-012000,2510A,"-99.13093, 30.0601"
1016322303,KERR COUNTY,45 E SUNSET DR KERRVILLE TX 78028-4816,20388,5006.43,Available for Future Sale,FUTURE SALE,MANUFACTURED HOME ONLY-DOES NOT INCLUDE LAND,8204-0010-020009,24629A,"-99.168894, 30.063392"
1016323600,KERR COUNTY,THREE HILLS MHP KERRVILLE TX ,20024,3182.11,Available for Future Sale,FUTURE SALE,MOBILE HOME ONLY / NO LAND,8204-0060-010009,24653B,"-99.16862, 30.06436"
1016320383,KERR COUNTY,1829 N THURMAN ST KERRVILLE TX 78028,117592,23375.91,Available for Future Sale,FUTURE SALE,,0123-0653-043000,24163A,"-99.12279, 30.06651"
1005718083,HUNT COUNTY,NORTH SHORE RD QUINLAN TX 75474,12290,12290,Available for Future Sale,FUTURE SALE,Post Judg tax years 2018-2021 ($1652.42),89385,TAX21188,"-96.091944, 32.888889"
1005576963,HUNT COUNTY,CREEK CROSSING QUINLAN TX 75474,7410,25701.98,Available for Future Sale,FUTURE SALE,,89757,TAX22019,"-96.139722, 32.8475"
1005577001,HUNT COUNTY,10753 CREEK XING QUINLAN TX 75474,60770,25701.98,Available for Future Sale,FUTURE SALE,,89760,TAX22019,"-96.13931, 32.84712"
1005578658,HUNT COUNTY,9437 PR 3829 QUINLAN TX 75474-3939,63010,7320.44,Available for Future Sale,FUTURE SALE,"Buyer must pay Post Judgment years 2020- 2022 = $6399.81 (as of April 2023)
2 properties sold together #90425, #90426",90425,TAX21465,"-96.086111, 32.881667"
1005578667,HUNT COUNTY,9437 PR 3829 QUINLAN TX 75474-3939,7880,7320.44,Available for Future Sale,FUTURE SALE,"Buyer must pay Post Judgment years 2020- 2022 = $6399.81 (as of April 2023)
2 Properties sold Together #90425, 90426",90426,TAX21465,"-96.086111, 32.881667"
1005574098,HUNT COUNTY,SILVEY DR QUINLAN TX 75474,13540,6038.51,Available for Future Sale,FUTURE SALE,,87500,TAX22603,"-96.084444, 32.88"
1005708918,HUNT COUNTY,9398 AMY DR QUINLAN TX 75474-3902,32120,,Available for Future Sale,FUTURE SALE,,87767,TAX22426,"-96.080145, 32.884731"
1005708954,HUNT COUNTY,9398 AMY DR QUINLAN TX 75474-3902,7400,,Available for Future Sale,FUTURE SALE,,87787,TAX22426,"-96.080145, 32.884731"
1005712866,HUNT COUNTY,BOUNCER RD QUINLAN TX 75474,8800,15207.84,Available for Future Sale,FUTURE SALE,"2 properties sold together #88614, #88615",88614,"TAX 19,990","-96.085833, 32.891667"
1005279954,HUNT COUNTY,BOUNCER RD QUINLAN TX 75474,9800,15207.84,Available for Future Sale,FUTURE SALE,"2 properties sold together #88614, #88615",88615,"TAX 19,990","-96.085278, 32.891944"
1005517347,HUNT COUNTY,805 PARK ST GREENVILLE TX 75401-5431,35580,,Available for Future Sale,FUTURE SALE,,45016,TAX21705,"-96.090241, 33.130533"
1005233621,HUNT COUNTY,2757 LANCER RD GREENVILLE TX 75401-6060,395732,,Available for Future Sale,FUTURE SALE,,50082,TAX21739,"-96.0195, 33.141567"
1005814530,HUNT COUNTY,1898 COUNTY ROAD 2290 QUINLAN TX 75474-5635,30960,,Available for Future Sale,FUTURE SALE,,52430,"TAX 20,510","-96.165278, 32.920556"
1005256121,HUNT COUNTY,209 S MILL ST WOLFE CITY TX 75496-3052,34970,,Available for Future Sale,FUTURE SALE,,74406,"TAX 21,015","-96.067402, 33.369035"
1005687010,HUNT COUNTY,LAKEVIEW CIR LONE OAK TX 75453,2510,,Available for Future Sale,FUTURE SALE,,77214,"TAX 20,915","-95.979838, 32.939646"
1005500472,HUNT COUNTY,SANDY LYNN QUINLAN TX 75474,25960,17889.12,Available for Future Sale,FUTURE SALE,Post Judgment tax years 2017-2021,37426,"TAX 20,718","-96.035, 32.901944"
1005199595,HUNT COUNTY,328 SANDY LYNN WEST TAWAKONI TX 75474,13750,10545.56,Available for Future Sale,FUTURE SALE,Post Judgment tax years 2017-20021,37428,"TAX 20,717","-96.033333, 32.899722"
1005201910,HUNT COUNTY,7387 E I-30 CUMBY TX 75433,238110,,Available for Future Sale,FUTURE SALE,,38222,TAX22643,"-96.873333, 33.129167"
1005842803,HUNT COUNTY,3003 LANGFORD ST GREENVILLE TX 75401-4410,12850,,Available for Future Sale,FUTURE SALE,,39229,TAX21894,"-96.123563, 33.135817"
1005505663,HUNT COUNTY,405 VISTA GATE WEST TAWAKONI TX 75474,16950,9956.12,Available for Future Sale,FUTURE SALE,Properties #40103 and #40104 sold together,40103,TAX22379,"-96.033056, 32.904444"
1005505679,HUNT COUNTY,401 VISTA GATE WEST TAWAKONI TX 75474,16950,9956.12,Available for Future Sale,FUTURE SALE,Properties #40103 and #40104 sold together,40104,TAX22379,"-96.033056, 32.903889"
1005835826,HUNT COUNTY,CR 2414 QUINLAN TX 75474,16410,16410,Available for Future Sale,FUTURE SALE,,42889,"TAX 20,343","-96.223333, 32.903056"
1005473910,HUNT COUNTY,1778 COUNTY ROAD 2298 QUINLAN TX 75474-2828,39600,,Available for Future Sale,FUTURE SALE,,24657,"TAX 20,381","-96.165696, 32.975412"
1005474421,HUNT COUNTY,3871 COUNTY ROAD 4119 CAMPBELL TX 75422-1723,165750,,Available for Future Sale,FUTURE SALE,,24902,TAX22627,"-95.912778, 33"
1005303853,HUNT COUNTY,262 COUNTY ROAD 3201 CAMPBELL TX 75422-5102,256800,45049.28,Available for Future Sale,FUTURE SALE,,26123,TAX22628,"-95.921601, 33.127553"
1013956959,HUNT COUNTY,1480 COUNTY ROAD 3327 GREENVILLE TX 75402-8596,89030,15147,Available for Future Sale,FUTURE SALE,,26607,TAX22309,"-96.058611, 33.020278"
1005481960,HUNT COUNTY,CR 2216 CADDO MILLS TX 75135,160130,,Available for Future Sale,FUTURE SALE,,28265,TAX21859,"-96.170278, 33.033611"
1005305199,HUNT COUNTY,4383 COUNTY ROAD 2216 CADDO MILLS TX 75135-8217,241910,,Available for Future Sale,FUTURE SALE,,30926,TAX21864,"-96.163315, 33.030741"
1005497644,HUNT COUNTY,HWY 224 GREENVILLE TX 75401,265790,,Available for Future Sale,FUTURE SALE,,35760,TAX22617,"-96.069167, 33.172222"
1005611530,HUNT COUNTY,   ,7880,,Available for Future Sale,FUTURE SALE,,119820,"TAX 20,718","-96.035, 32.901944"
1005614850,HUNT COUNTY,LAKESIDE DR QUINLAN TX 75474,110800,20917.34,Available for Future Sale,FUTURE SALE,,120957,TAX22343,"-96.083056, 32.846944"
1005751775,HUNT COUNTY,1021 BOB WHITE TRL QUINLAN TX 75474,1900,,Available for Future Sale,FUTURE SALE,,123477,"TAX 20,831","-96.048378, 32.891517"
1005861891,HUNT COUNTY,3984 E I-30 CAMPBELL TX 75422,20130,,Available for Future Sale,FUTURE SALE,,21581,TAX21992,"-95.985833, 33.129722"
1005158477,HUNT COUNTY,3933 I-30 GREENVILLE TX 75402,648770,,Available for Future Sale,FUTURE SALE,,21584,TAX22755,"-95.976389, 33.130278"
1005159844,HUNT COUNTY,7447 E I-30 CUMBY TX 75433,284830,,Available for Future Sale,FUTURE SALE,,22128,TAX22643,"-95.873333, 33.128333"
1016755499,HUNT COUNTY,   ,170230,10751.62,Available for Future Sale,FUTURE SALE,2024 post judgment taxes are not included in the bid amount.,236736,TAX22771,"-95.892222, 33.043611"
1005730841,HUNT COUNTY,3102 COUNTY ROAD 2134 CADDO MILLS TX 75135-6724,56680,,Available for Future Sale,FUTURE SALE,,110616,TAX21992,"-96.172979, 33.065785"
1005732220,HUNT COUNTY,3102 COUNTY ROAD 2134 CADDO MILLS TX 75135-6724,229080,,Available for Future Sale,FUTURE SALE,,111981,TAX21992,"-96.172979, 33.065785"
1005406341,HUNT COUNTY,8821 FM 272 CELESTE TX 75423-3869,9460,,Available for Future Sale,FUTURE SALE,,113047,TAX21699,"-96.158333, 33.365278"
1005735851,HUNT COUNTY,3984 E I-30 CAMPBELL TX 75422,3580,,Available for Future Sale,FUTURE SALE,,114587,TAX21992,"-95.985833, 33.129722"
1005601168,HUNT COUNTY,CR 2216 CADDO MILLS TX 75135,32810,,Available for Future Sale,FUTURE SALE,,114808,TAX21859,"-96.170833, 33.028889"
1005609414,HUNT COUNTY,CR 2216 CADDO MILLS TX 75135,32810,,Available for Future Sale,FUTURE SALE,,118617,TAX21859,"-96.170556, 33.030556"
1009251119,TARRANT COUNTY,3223 VINE ST EULESS TX 76040,7834,6413.82,Available for Future Sale,FUTURE SALE,LAND ONLY,41628519,348-D31780-22,"-97.124968, 32.806563"
1013164646,TARRANT COUNTY,110 N HOLLAND RD MANSFIELD TX 76063,0,,Available for Future Sale,FUTURE SALE,,41645618,141-D36172-23,"-97.062564, 32.567686"
1009814548,TARRANT COUNTY,2345 HOMEWOOD LN GRAND PRAIRIE TX 75050-7669,20000,,Available for Future Sale,FUTURE SALE,,41303954,017-D32063-22,"-97.035313, 32.751577"
1002541857,TARRANT COUNTY,6520 VIRGINIA SQ ARLINGTON TX 76017-4947,93145,,Available for Future Sale,FUTURE SALE,,41358791,067-D33721-22,"-97.210624, 32.660622"
1001973307,TARRANT COUNTY,242 SAYERS DR MANSFIELD TX 76063-4522,16093,,Available for Future Sale,FUTURE SALE,,41490851,236-L29360-14,"-97.157375, 32.562921"
1002480402,TARRANT COUNTY,14147 CROMER DR NEWARK TX 76071-8938,3410,,Available for Future Sale,FUTURE SALE,,40903141,067-D24457-20,"-97.452602, 32.988413"
1002480562,TARRANT COUNTY,12101 WILD BILL CT NEWARK TX 76071-8946,14160,,Available for Future Sale,FUTURE SALE,,40903397,067-D24457-20,"-97.450888, 32.992489"
1002480936,TARRANT COUNTY,5819 SUMMERWOOD DR GRAND PRAIRIE TX 75052-0434,395439,26710.54,Available for Future Sale,FUTURE SALE,LAND/IMP; SOLD SUBJECT TO 2025 TAXES,40905268,048-D43699-24,"-97.058162, 32.6333"
1005513659,TARRANT COUNTY,1941 BRIARWOOD DR GRAND PRAIRIE TX 75050,5200,,Available for Future Sale,FUTURE SALE,,41240731,352-D32061-22,"-97.035086, 32.770237"
1009814540,TARRANT COUNTY,2348 CALENDAR CT GRAND PRAIRIE TX 75050-7621,20000,,Available for Future Sale,FUTURE SALE,,41303946,017-D32063-22,"-97.035336, 32.75127"
1012958241,TARRANT COUNTY,1401 BLAZING STAR TRL BURLESON TX 76028-2595,244751,18910.08,Available for Future Sale,FUTURE SALE,LAND/IMP,40078159,342-D44392-24,"-97.345828, 32.563825"
1004064711,TARRANT COUNTY,610 FOREST EDGE DR ARLINGTON TX 76013,14985,14460.53,Available for Future Sale,FUTURE SALE,,40193772,236-E28622-11,"-97.170013, 32.731215"
1003466864,TARRANT COUNTY,1476 PARK CREST DR CROWLEY TX 76036-3466,309000,94061.18,Available for Future Sale,FUTURE SALE,LAND/IMP; HOMESTEAD; SOLD SUBJECT TO 2024 TAXES,40849007,153-D37721-23,"-97.379661, 32.570641"
1007577219,TARRANT COUNTY,14008 EDGEMON WAY NEWARK TX 76071-8919,42000,,Available for Future Sale,FUTURE SALE,,40902730,067-D24457-20,"-97.446734, 32.985754"
1003859822,TARRANT COUNTY,7215 DARLING ST AZLE TX 76020-7147,6885,,Available for Future Sale,FUTURE SALE,,07745036,017-D43694-24,"-97.520606, 32.985602"
1013390721,TARRANT COUNTY,2311 PECANDALE DR ARLINGTON TX 76013-1363,164105,4950.95,Available for Future Sale,FUTURE SALE,LAND/IMP; HOMESTEAD; SOLD SUBJECT TO 2023-2024 TAXES,07818033,348-D33926-22,"-97.146181, 32.730198"
1005293906,TARRANT COUNTY,601 CRANE DR EULESS TX 76039-3225,63570,13988.11,Available for Future Sale,FUTURE SALE,LAND/IMP; 50% INTEREST,07912072,017-D40340-24,"-97.091034, 32.84911"
1008198879,TARRANT COUNTY,7229 DR GARRISON RD MANSFIELD TX 76063-5239,513700,3711.86,Available for Future Sale,FUTURE SALE,LAND/IMP; HOMESTEAD; SOLD SUBJECT TO 2024 TAXES,07939264,348-D39802-24,"-97.204649, 32.613623"
1008187823,TARRANT COUNTY,7233 PECAN CT MANSFIELD TX 76063-4923,85,,Available for Future Sale,FUTURE SALE,,07948360,141-D30600-21,"-97.205255, 32.579208"
1003161164,TARRANT COUNTY,1115 W CLEBURNE RD CROWLEY TX 76036,135000,,Available for Future Sale,FUTURE SALE,,06936709,096-D44262-24,"-97.409362, 32.561737"
